sample_id	raw total sequences	filtered sequences	sequences	is sorted	1st fragments	last fragments	reads mapped	reads mapped and paired	reads unmapped	reads properly paired	reads paired	reads duplicated	reads MQ0	reads QC failed	non-primary alignments	total length	total first fragment length	total last fragment length	bases mapped	bases mapped (cigar)	bases trimmed	bases duplicated	mismatches	error rate	average length	average first fragment length	average last fragment length	maximum length	maximum first fragment length	maximum last fragment length	average quality	insert size average	insert size standard deviation	inward oriented pairs	outward oriented pairs	pairs with other orientation	pairs on different chromosomes	percentage of properly paired reads (%)	avg_depth	stdev_depth	num_ht_sites
NG-28050_2_58_lib499471_7584_2	7324404	0	7324404	1	3656119	3668285	6756277	6662298	568127	6627798	7206926	0	75390	0	379	1105985004	552073969	553911035	1020197827	1019059755	0	0	20595917	2.021070e-02	151	151	151	151	151	151	35.3	374.8	116.6	3312012	13839	5298	0	90.5	350.988068706227	123.05412126231995	623
NG-28050_2_59_lib504956_7614_4	13870155	0	13870155	1	6923749	6946406	12491482	12393460	1378673	12303742	13676745	0	172694	0	648	2094393405	1045486099	1048907306	1886213782	1883623394	0	0	42666509	2.265129e-02	151	151	151	151	151	151	35.0	369.7	134.3	6142454	36417	17859	0	88.7	648.7362340699899	240.58242152647782	900
NG-28050_2_60_lib499473_7584_2	7476529	0	7476529	1	3734899	3741630	6891430	6795170	585099	6751336	7355313	0	86483	0	394	1128955879	563969749	564986130	1040605930	1039474909	0	0	20668903	1.988399e-02	151	151	151	151	151	151	35.4	376.1	112.0	3374296	14495	8794	0	90.3	358.02049528374204	129.5376218214983	800
NG-28050_2_61_lib499474_7584_2	7325706	0	7325706	1	3660614	3665092	6302923	6072796	1022783	5732716	7031561	0	83708	0	331	1106181606	552752714	553428892	951741373	950448800	0	0	19085258	2.008026e-02	151	151	151	151	151	151	35.5	409.0	209.9	2868283	16096	152019	0	78.3	327.35462077523783	138.90724454339463	602
NG-28050_2_62_lib499475_7584_2	7828198	0	7828198	1	3908114	3920084	7286545	7161012	541653	7079768	7668069	0	105659	0	392	1182057898	590125214	591932684	1100268295	1098998944	0	0	22853060	2.079443e-02	151	151	151	151	151	151	35.5	396.3	121.1	3540096	15645	24765	0	90.4	378.50556996974115	139.40610952028092	778
NG-28050_2_63_lib499476_7584_2	7671152	0	7671152	1	3829498	3841654	7020386	6889854	650766	6803854	7496914	0	97572	0	355	1158343952	578254198	580089754	1060078286	1058799820	0	0	22284604	2.104704e-02	151	151	151	151	151	151	35.4	404.2	131.0	3404552	15540	24835	0	88.7	364.65599756633577	152.30767988511818	997
NG-28050_2_64_lib499477_7589_2	8354124	0	8354124	1	4173483	4180641	7644649	7456074	709475	7242222	8125793	0	113240	0	437	1261472724	630195933	631276791	1154341999	1152711094	0	0	22757578	1.974266e-02	151	151	151	151	151	151	35.5	323.1	114.1	3606275	30634	91128	0	86.7	397.02421227174494	149.5877790173606	636
NG-28050_2_65_lib499478_7589_2	9947967	0	9947967	1	4966583	4981384	9384272	9289514	563695	9238222	9812056	0	127751	0	473	1502143017	749954033	752188984	1417025072	1415413975	0	0	29201141	2.063081e-02	151	151	151	151	151	151	35.4	356.0	117.3	4613944	23456	7357	0	92.9	487.49062174539614	183.25757198277842	868
NG-28050_2_66_lib499479_7589_2	13780373	0	13780373	1	6874505	6905868	12723082	12631152	1057291	12539450	13608529	0	185526	0	548	2080836323	1038050255	1042786068	1921185382	1918957456	0	0	39726084	2.070191e-02	151	151	151	151	151	151	35.4	364.6	112.4	6267919	32163	15494	0	91.0	660.9072206858702	249.49332055335663	925
NG-28050_2_67_lib499480_7589_2	8225015	0	8225015	1	4108284	4116731	7649805	7548560	575210	7496422	8089690	0	115680	0	367	1241977265	620350884	621626381	1155120555	1153929667	0	0	23426779	2.030174e-02	151	151	151	151	151	151	35.3	399.2	125.6	3750313	11971	11996	0	91.1	397.436590541163	137.6289569154219	643
NG-28050_2_68_lib504957_7614_4	15466919	0	15466919	1	7724603	7742316	14833849	14813330	633070	14748432	15414927	0	288146	0	631	2335504769	1166415053	1169089716	2239911199	2238667445	0	0	12569516	5.614731e-03	151	151	151	151	151	151	35.3	329.5	104.8	7341465	52709	12491	0	95.4	771.2217752312653	163.93934331166233	250
NG-28050_2_69_lib499482_7589_2	8038179	0	8038179	1	4015510	4022669	7202543	7081534	835636	7035034	7869703	0	117823	0	337	1213765029	606342010	607423019	1087583993	1086349213	0	0	23194957	2.135129e-02	151	151	151	151	151	151	35.3	410.5	133.7	3521041	12216	7510	0	87.5	374.1493806110964	125.68764698908286	950
NG-28050_2_6_lib499433_7584_3	6070903	0	6070903	1	3033790	3037113	5576025	5485408	494878	5455362	5954605	0	77487	0	302	916706353	458102290	458604063	841979775	841071010	0	0	15893773	1.889706e-02	151	151	151	151	151	151	35.8	341.3	102.1	2721116	15512	6076	0	89.9	289.67871567022746	82.77240050462109	525
NG-28050_2_70_lib499483_7589_2	8196822	0	8196822	1	4094416	4102406	7459085	7251948	737737	6987736	7934721	0	119159	0	420	1237720122	618256816	619463306	1126321835	1124683758	0	0	24115801	2.144229e-02	151	151	151	151	151	151	35.4	340.9	121.9	3487524	26050	112400	0	85.2	387.35510861053416	192.79672894609172	1003
NG-28050_2_71_lib499484_7589_2	7399073	0	7399073	1	3697049	3702024	6908614	6668836	490459	6337124	7119241	0	74867	0	407	1117260023	558254399	559005624	1043200714	1041731848	0	0	21236164	2.038544e-02	151	151	151	151	151	151	35.4	345.5	156.7	3163054	22823	148541	0	85.6	358.79307756202246	124.90986214260066	559
NG-28050_2_72_lib499485_7589_2	10485099	0	10485099	1	5235173	5249926	10091800	10064546	393299	10017118	10440093	0	193884	0	433	1583249949	790511123	792738826	1523861800	1523302397	0	0	7221776	4.740868e-03	151	151	151	151	151	151	35.4	371.6	120.0	5000889	20529	10855	0	95.5	524.7769889882206	115.6749765263057	262
NG-28050_2_74_lib499486_7589_2	7365635	0	7365635	1	3683587	3682048	6354881	6111236	1010754	5917726	7059979	0	73906	0	334	1112210885	556221637	555989248	959587031	957996206	0	0	21604942	2.255222e-02	151	151	151	151	151	151	35.2	311.6	100.8	2945739	24467	85412	0	80.3	329.94090957166617	123.41790586601591	928
NG-28050_2_75_lib499487_7589_2	7725704	0	7725704	1	3861528	3864176	7086896	6884620	638808	6706066	7480194	0	52555	0	361	1166581304	583090728	583490576	1070121296	1068526252	0	0	22006086	2.059480e-02	151	151	151	151	151	151	35.5	302.3	95.2	3335836	30669	75805	0	86.8	368.0242463788737	147.2507606198344	846
NG-28050_2_76_lib499488_7589_2	8493923	0	8493923	1	4245817	4248106	7739001	7498396	754922	7162238	8199733	0	74134	0	461	1282582373	641118367	641464006	1168589151	1166878746	0	0	24292518	2.081838e-02	151	151	151	151	151	151	35.5	340.9	141.3	3574057	25604	149537	0	84.3	401.88813378538487	148.9800185167515	822
NG-28050_2_77_lib499489_7589_2	8900480	0	8900480	1	4445758	4454722	8290609	8198612	609871	8152664	8767263	0	121682	0	413	1343972480	671309458	672663022	1251881959	1250403484	0	0	25649904	2.051330e-02	151	151	151	151	151	151	35.5	331.1	102.5	4069612	24082	5612	0	91.6	430.6466046697827	160.9846688109479	703
NG-28050_2_78_lib499490_7589_2	9107586	0	9107586	1	4547898	4559688	8617734	8543302	489852	8490352	9002871	0	146040	0	537	1375245486	686732598	688512888	1301277834	1300065763	0	0	20620465	1.586109e-02	151	151	151	151	151	151	35.4	336.5	105.8	4232421	28114	11116	0	93.2	447.78334876192844	173.82456320119002	674
NG-28050_2_79_lib504958_7614_4	14270742	0	14270742	1	7129245	7141497	12879998	12810242	1390744	12745140	14120963	0	202009	0	632	2154882042	1076515995	1078366047	1944879698	1942875298	0	0	33989801	1.749459e-02	151	151	151	151	151	151	35.1	337.1	106.2	6356530	39811	8780	0	89.3	669.195604728006	198.1172445984672	1122
NG-28050_2_7_lib499434_7584_3	4454387	0	4454387	1	2226816	2227571	4096121	4014802	358266	3994686	4352972	0	73112	0	228	672612437	336249216	336363221	618514271	617862460	0	0	11050885	1.788567e-02	151	151	151	151	151	151	35.7	341.7	101.7	1992992	11437	2972	0	89.7	212.8049106686065	73.07144275508271	571
NG-28050_2_80_lib499492_7589_2	7112778	0	7112778	1	3556340	3556438	6514991	6203284	597787	5838634	6740251	0	93108	0	412	1074029478	537007340	537022138	983763641	982123473	0	0	20735441	2.111286e-02	151	151	151	151	151	151	35.4	332.8	131.6	2912165	23728	165749	0	82.1	338.24379913450576	183.47974940689147	880
NG-28050_2_81_lib499493_7589_2	9498910	0	9498910	1	4741952	4756958	9150285	9128830	348625	9069392	9468019	0	218047	0	459	1434335410	716034752	718300658	1381693035	1380756316	0	0	5535850	4.009288e-03	151	151	151	151	151	151	35.5	290.5	85.9	4490931	60057	13427	0	95.5	475.6829949090804	99.25633806398208	231
NG-28050_2_82_lib499494_7589_2	8262447	0	8262447	1	4127790	4134657	7505753	7388650	756694	7324292	8110739	0	107357	0	468	1247629497	623296290	624333207	1133368703	1132056532	0	0	24229420	2.140301e-02	151	151	151	151	151	151	35.3	404.6	136.1	3664991	13904	15430	0	88.6	389.8912068721386	131.96551557590257	692
NG-28050_2_83_lib499495_7589_2	7085488	0	7085488	1	3540012	3545476	6289432	6019674	796056	5734464	6767045	0	79828	0	443	1069908688	534541812	535366876	949704232	948366334	0	0	15695426	1.654996e-02	151	151	151	151	151	151	35.5	314.7	119.5	2854870	28760	126207	0	80.9	326.64547947904975	116.45621912255461	1203
NG-28050_2_84_lib504959_7614_4	14703507	0	14703507	1	7342796	7360711	13821273	13734074	882234	13655926	14554324	0	194376	0	668	2220229410	1108762049	1111467361	2087012223	2084610977	0	0	44752273	2.146793e-02	150	151	151	151	151	151	35.0	411.9	115.8	6836619	19386	11032	0	92.9	717.9897282419773	211.13435390616522	511
NG-28050_2_85_lib499497_7589_2	7579581	0	7579581	1	3786674	3792907	6945984	6661176	633597	6339668	7243742	0	176567	0	466	1144516731	571787774	572728957	1048843584	1047177045	0	0	20831167	1.989269e-02	151	151	151	151	151	151	35.5	311.2	107.4	3153959	31279	145350	0	83.6	360.66488919145087	149.4085831106181	572
NG-28050_2_86_lib499498_7589_2	8238879	0	8238879	1	4117292	4121587	7206203	6972718	1032676	6632204	7949871	0	117344	0	474	1244070729	621711092	622359637	1088136653	1086676129	0	0	22054661	2.029552e-02	151	151	151	151	151	151	35.3	372.7	134.7	3316773	16986	152600	0	80.5	374.2726499757633	142.77676551411244	768
NG-28050_2_87_lib499499_7589_2	7481872	0	7481872	1	3734770	3747102	6355023	6119764	1126849	5899858	7169482	0	112271	0	371	1129762672	563950270	565812402	959608473	958122368	0	0	22352020	2.332898e-02	151	151	151	151	151	151	34.8	359.1	114.4	2947543	16080	96259	0	78.9	329.98647807376716	150.68764137895496	988
NG-28050_2_88_lib507767_7625_2	15285555	0	15285555	1	7627377	7658178	14335345	14267458	950210	14194322	15158895	0	230620	0	1096	2308118805	1151733927	1156384878	2164637095	2162076195	0	0	40452407	1.870998e-02	151	151	151	151	151	151	35.7	328.0	109.6	7062208	56266	15255	0	92.9	744.678636086927	243.62637734144948	568
NG-28050_2_89_lib499501_7589_2	5476551	0	5476551	1	2739719	2736832	4931217	4646374	545334	4401722	5148940	0	96925	0	282	826959201	413697569	413261632	744613767	743431991	0	0	15543042	2.090715e-02	151	151	151	151	151	151	35.4	335.9	157.8	2192751	16951	113485	0	80.4	256.0484355680163	102.64554002615277	1008
NG-28050_2_8_lib499435_7584_3	2316095	0	2316095	1	1157862	1158233	2183216	1997676	132879	1925462	2123904	0	36882	0	166	349730345	174837162	174893183	329665616	329307623	0	0	5016419	1.523323e-02	151	151	151	151	151	151	35.6	361.8	113.5	962886	4964	30988	0	83.1	113.42226726966233	36.135908504243055	580
NG-28050_2_90_lib499502_7589_2	7259644	0	7259644	1	3628069	3631575	6655368	6444626	604276	6184536	6999558	0	118451	0	396	1096206244	547838419	548367825	1004960568	1003611402	0	0	20643708	2.056942e-02	151	151	151	151	151	151	35.5	359.4	135.3	3089713	17880	114720	0	85.2	345.6613327481147	122.14461702050158	761
NG-28050_2_91_lib499503_7589_2	12714127	0	12714127	1	6356887	6357240	46223	36952	12667904	35182	12695388	0	1789	0	3	1919833177	959889937	959943240	6979673	6962782	0	0	168645	2.422092e-02	151	151	151	151	151	151	35.3	326.0	105.5	17532	125	819	0	0.3	2.3979626675082053	3.439670459792183	57
NG-28050_2_92_lib499504_7589_2	5940309	0	5940309	1	2972245	2968064	5567728	5284870	372581	4981084	5620366	0	54121	0	329	896986659	448808995	448177664	840726928	839377898	0	0	18125796	2.159432e-02	151	151	151	151	151	151	35.4	348.9	190.2	2485698	19950	136787	0	83.9	289.08661350318454	125.68277991729003	846
NG-28050_2_93_lib499505_7589_2	6960630	0	6960630	1	3481062	3479568	6303321	6022104	657309	5739692	6634356	0	136773	0	339	1051055130	525640362	525414768	951801471	950379630	0	0	18225185	1.917674e-02	151	151	151	151	151	151	35.5	319.5	119.1	2859098	24771	127183	0	82.5	327.327931085685	144.59394188515822	1166
NG-28050_2_94_lib499506_7589_2	8484164	0	8484164	1	4239724	4244440	7862442	7641906	621722	7401662	8209763	0	42708	0	465	1281108764	640198324	640910440	1187228742	1185355478	0	0	24808115	2.092884e-02	151	151	151	151	151	151	35.5	301.1	100.2	3679617	36864	104472	0	87.2	408.2567946395996	136.08507216624744	687
NG-28050_2_95_lib507768_7625_2	17989034	0	17989034	1	8977040	9011994	17247941	17235766	741093	17176778	17953496	0	445277	0	1068	2716344134	1355533040	1360811094	2604439091	2601972833	0	0	8222984	3.160288e-03	151	151	151	151	151	151	35.8	284.6	97.3	8437215	172306	8362	0	95.5	896.4051441129545	186.86193352146415	223
NG-28050_2_96_lib499508_7589_2	8968580	0	8968580	1	4479035	4489545	8197493	8086558	771087	8018662	8818902	0	118057	0	417	1354255580	676334285	677921295	1237821443	1236443087	0	0	25745709	2.082239e-02	151	151	151	151	151	151	35.4	390.8	110.3	4014225	15780	13274	0	89.4	425.8426593362753	144.98375027380882	707
NG-28050_2_97_lib499509_7589_2	8059075	0	8059075	1	4029530	4029545	6806151	6516474	1252924	6125622	7717299	0	94921	0	444	1216920325	608459030	608461295	1027728801	1026096262	0	0	21733510	2.118077e-02	151	151	151	151	151	151	35.5	348.9	217.9	3055730	25038	177469	0	76.0	353.39620356650323	134.99390497681802	907
NG-28050_2_98_lib499510_7589_2	10041819	0	10041819	1	5012267	5029552	9763699	9703214	278120	9598568	9971497	0	252311	0	487	1516314669	756852317	759462352	1474318549	1473713262	0	0	6788967	4.606708e-03	151	151	151	151	151	151	35.4	359.5	106.8	4788743	19859	43005	0	95.6	507.7074417965293	114.87815800417593	270
NG-28050_2_9_lib499436_7584_3	2384758	0	2384758	1	1191319	1193439	2189515	2057236	195243	2017388	2243070	0	62162	0	129	360098458	179889169	180209289	330616765	330189750	0	0	6762895	2.048184e-02	151	151	151	151	151	151	35.7	371.9	118.5	1009176	4978	14464	0	84.6	113.71685226342142	59.59895543801984	777
NG-28050_3_10_lib503330_7590_2	7814374	0	7814374	1	3906921	3907453	7165866	7068262	648508	7039770	7679400	0	130454	0	324	1179970474	589945071	590025403	1082045766	1080607805	0	0	23178714	2.144970e-02	151	151	151	151	151	151	35.2	318.9	98.9	3502575	27285	4271	0	90.1	372.1818833267473	108.38322732206828	745
NG-28050_3_11_lib499563_7589_2	9649166	0	9649166	1	4819059	4830107	8920403	8815738	728763	8750194	9500763	0	115705	0	393	1457024066	727677909	729346157	1346980853	1345553530	0	0	27697382	2.058438e-02	151	151	151	151	151	151	35.3	398.3	122.9	4377106	16727	14036	0	90.7	463.432805683419	135.70251081033132	503
NG-28050_3_12_lib499564_7589_1	8548800	0	8548800	1	4271891	4276909	7967376	7865982	581424	7812280	8409079	0	126596	0	374	1290868800	645055541	645813259	1203073776	1201805439	0	0	23570996	1.961299e-02	151	151	151	151	151	151	35.4	377.3	119.9	3904880	17321	10790	0	91.4	413.92463220284856	129.30735098396855	455
NG-28050_3_13_lib499565_7589_1	11089456	0	11089456	1	5538495	5550961	10213211	10112556	876245	10043850	10932467	0	135013	0	414	1674507856	836312745	838195111	1542194861	1540602997	0	0	30456344	1.976911e-02	151	151	151	151	151	151	35.3	388.1	120.8	5023834	17701	14743	0	90.6	530.6114260948475	158.51327414204076	518
NG-28050_3_15_lib499567_7589_1	10334235	0	10334235	1	5161313	5172922	9615269	9517006	718966	9453668	10182771	0	142467	0	420	1560469485	779358263	781111222	1451905619	1450231891	0	0	29348287	2.023696e-02	151	151	151	151	151	151	35.4	360.0	116.1	4725909	21757	10837	0	91.5	499.47467304527396	193.31549928470088	762
NG-28050_3_16_lib499568_7589_1	8005122	0	8005122	1	4000970	4004152	7413878	7301478	591244	7236914	7854063	0	109616	0	339	1208773422	604146470	604626952	1119495578	1118332288	0	0	22176466	1.982994e-02	151	151	151	151	151	151	35.3	413.4	125.0	3621946	12621	16172	0	90.4	385.17277603433314	117.51944655942533	468
NG-28050_3_17_lib499569_7589_2	7037413	0	7037413	1	3516392	3521021	6377962	6282366	659451	6243454	6917474	0	112699	0	350	1062649363	530975192	531674171	963072262	961880041	0	0	20106268	2.090309e-02	151	151	151	151	151	151	35.4	333.8	106.4	3112203	22702	6278	0	88.7	331.2834381639478	111.84920633750305	781
NG-28050_3_18_lib499570_7589_1	8401438	0	8401438	1	4199376	4202062	7946269	7842272	455169	7786222	8266600	0	98739	0	379	1268617138	634105776	634511362	1199886619	1198561236	0	0	24425224	2.037879e-02	151	151	151	151	151	151	35.3	391.3	115.0	3896597	15421	9118	0	92.7	412.7978343006781	126.71339831191715	581
NG-28050_3_19_lib499571_7589_2	8321420	0	8321420	1	4157708	4163712	7820380	7713944	501040	7661270	8174668	0	117194	0	362	1256534420	627813908	628720512	1180877380	1179466156	0	0	24871192	2.108682e-02	151	151	151	151	151	151	35.3	372.8	121.2	3826953	19979	10040	0	92.1	406.21667363164096	151.55470130257544	780
NG-28050_3_1_lib499553_7589_2	8733732	0	8733732	1	4361822	4371910	8530605	8504226	203127	8478364	8698284	0	168672	0	364	1318793532	658635122	660158410	1288121355	1287666815	0	0	6653455	5.167062e-03	151	151	151	151	151	151	35.2	381.2	114.4	4234089	12917	5107	0	97.1	443.60573227144175	82.58193994433353	395
NG-28050_3_20_lib499572_7589_2	9549078	0	9549078	1	4771439	4777639	8378969	8286488	1170109	8229498	9392863	0	128369	0	457	1441910778	720487289	721423489	1265224319	1263713020	0	0	25576942	2.023952e-02	151	151	151	151	151	151	35.4	353.4	112.8	4096475	32920	13849	0	86.2	435.240182056274	226.0942507453044	769
NG-28050_3_21_lib499573_7589_2	10037111	0	10037111	1	5014668	5022443	9239315	9139226	797796	9084034	9883465	0	110820	0	603	1515603761	757214868	758388893	1395136565	1393521054	0	0	29339092	2.105393e-02	151	151	151	151	151	151	35.4	359.9	114.5	4538296	21481	9836	0	90.5	479.94254878094574	168.76831734619682	750
NG-28050_3_22_lib499574_7589_2	9086961	0	9086961	1	4540218	4546743	8360687	8264490	726274	8215462	8942289	0	106504	0	388	1372131111	685572918	686558193	1262463737	1260945349	0	0	25871705	2.051770e-02	151	151	151	151	151	151	35.5	336.3	105.1	4097908	26120	8217	0	90.4	434.2793697691636	191.15855861425135	845
NG-28050_3_23_lib499575_7589_2	9511501	0	9511501	1	4752074	4759427	8955481	8862288	556020	8820892	9378827	0	122771	0	449	1436236651	717563174	718673477	1352277631	1350737044	0	0	28056247	2.077107e-02	151	151	151	151	151	151	35.5	347.4	106.9	4403086	21574	6484	0	92.7	465.2175642066699	156.912030126858	618
NG-28050_3_24_lib499576_7589_2	9824177	0	9824177	1	4906287	4917890	9017915	8936518	806262	8890884	9701955	0	126147	0	512	1483450727	740849337	742601390	1361705165	1360080885	0	0	26960274	1.982255e-02	151	151	151	151	151	151	35.4	314.2	94.6	4429384	32711	6164	0	90.5	468.4444982272906	168.00268315162873	680
NG-28050_3_25_lib499577_7589_2	10280923	0	10280923	1	5135260	5145663	9480038	9395556	800885	9348522	10144692	0	138267	0	482	1552419373	775424260	776995113	1431485738	1429690757	0	0	27942140	1.954418e-02	151	151	151	151	151	151	35.6	304.5	96.9	4640769	48407	8602	0	90.9	492.4172349178449	156.85886889371872	520
NG-28050_3_26_lib499578_7589_2	9727778	0	9727778	1	4859110	4868668	9174623	9077194	553155	9021334	9589996	0	157453	0	416	1468894478	733725610	735168868	1385368073	1383784387	0	0	28708203	2.074615e-02	151	151	151	151	151	151	35.5	354.0	112.4	4504788	24078	9731	0	92.7	476.592036708917	159.69461279345293	812
NG-28050_3_2_lib499554_7589_2	10364018	0	10364018	1	5176464	5187554	9649958	9551064	714060	9491548	10213664	0	140338	0	476	1564966718	781646064	783320654	1457143658	1455524671	0	0	30107010	2.068464e-02	151	151	151	151	151	151	35.5	362.2	108.3	4744019	21466	10047	0	91.6	501.3002567681118	151.73022561757944	662
NG-28050_3_3_lib499555_7589_2	8838692	0	8838692	1	4414639	4424053	8079515	7980466	759177	7927574	8705976	0	108488	0	413	1334642492	666610489	668032003	1220006765	1218692872	0	0	24554631	2.014834e-02	151	151	151	151	151	151	35.3	399.0	124.2	3964819	15895	9519	0	89.7	419.74743808953224	121.3769712440193	529
NG-28050_3_4_lib499556_7589_2	10427476	0	10427476	1	5207015	5220461	9511806	9411780	915670	9347998	10271068	0	249306	0	462	1574548876	786259265	788289611	1436282706	1434824976	0	0	27970447	1.949398e-02	151	151	151	151	151	151	35.3	387.4	120.6	4679150	17161	9579	0	89.6	494.17606478838593	162.03962891455902	658
NG-28050_3_5_lib499557_7589_2	10154180	0	10154180	1	5069604	5084576	9788181	9765878	365999	9729536	10118551	0	196464	0	433	1533281180	765510204	767770976	1478015331	1477488218	0	0	6716375	4.545806e-03	151	151	151	151	151	151	35.4	362.6	108.8	4856015	20046	6878	0	95.8	509.00181560170313	99.84659935869294	248
NG-28050_3_6_lib499558_7589_2	8149809	0	8149809	1	4072969	4076840	7552402	7445048	597407	7400146	8006426	0	112228	0	339	1230621159	615018319	615602840	1140412702	1139147730	0	0	24094523	2.115136e-02	151	151	151	151	151	151	35.3	392.2	112.0	3701206	12742	8576	0	90.8	392.3403664070276	134.32261801023023	761
NG-28050_3_7_lib503329_7590_2	6852829	0	6852829	1	3427181	3425648	6299085	6194660	553744	6155056	6720477	0	146660	0	303	1034777179	517504331	517272848	951161835	950077941	0	0	19448809	2.047075e-02	151	151	151	151	151	151	35.2	376.1	116.1	3075096	15678	6556	0	89.8	327.21827391056144	124.80151828522135	2280
NG-28050_3_8_lib499560_7589_2	10902359	0	10902359	1	5444346	5458013	9999527	9905560	902832	9849518	10756874	0	143040	0	549	1646256209	822096246	824159963	1509928577	1508204337	0	0	31447796	2.085115e-02	151	151	151	151	151	151	35.4	345.8	103.3	4920944	23640	8196	0	90.3	519.4520276343536	178.12775497162025	715
NG-28050_3_9_lib499561_7589_2	8640951	0	8640951	1	4316353	4324598	7984362	7876746	656589	7826580	8495219	0	136564	0	363	1304783601	651769303	653014298	1205638662	1204233927	0	0	24689181	2.050198e-02	151	151	151	151	151	151	35.4	358.2	114.8	3906676	23247	8450	0	90.6	414.7507661184606	135.59103548696714	32078
NG-28050_7_10_lib499520_7589_2	9565626	0	9565626	1	4778516	4787110	8668874	8571798	896752	8518196	9409524	0	130103	0	438	1444409526	721555916	722853610	1308999974	1307471862	0	0	27158135	2.077149e-02	151	151	151	151	151	151	35.5	347.4	108.5	4253927	24126	7846	0	89.1	450.3064170667938	177.33485562821022	887
NG-28050_7_11_lib499521_7589_2	9924713	0	9924713	1	4955481	4969232	9143489	9046370	781224	8986142	9779600	0	123697	0	486	1498631663	748277631	750354032	1380666839	1379161843	0	0	27673678	2.006558e-02	151	151	151	151	151	151	35.4	359.9	112.4	4486689	23480	13016	0	90.5	475.00582611772336	151.5753520748188	535
NG-28050_7_12_lib499522_7589_2	9769881	0	9769881	1	4877734	4892147	9051267	8944220	718614	8871292	9619399	0	113152	0	430	1475252031	736537834	738714197	1366741317	1365283254	0	0	28268741	2.070540e-02	151	151	151	151	151	151	35.3	399.8	128.5	4438645	15140	18325	0	90.8	470.2260427565588	156.27368770745713	588
NG-28050_7_13_lib499523_7589_2	7981260	0	7981260	1	3989792	3991468	7532858	7444168	448402	7414714	7862540	0	120099	0	278	1205170260	602458592	602711668	1137461558	1136321923	0	0	22673107	1.995307e-02	151	151	151	151	151	151	35.4	344.7	92.1	3703707	12089	6288	0	92.9	391.3796402490303	164.0716112322684	532
NG-28050_7_14_lib499524_7589_2	8207252	0	8207252	1	4101348	4105904	7905050	7839280	302202	7810312	8124114	0	159702	0	336	1239295052	619303548	619991504	1193662550	1192689313	0	0	18482401	1.549641e-02	151	151	151	151	151	151	35.5	346.5	93.7	3896959	17069	5612	0	95.2	410.80837512604995	160.23071163654927	593
NG-28050_7_15_lib499525_7589_2	8958746	0	8958746	1	4474948	4483798	8309982	8210292	648764	8159466	8816105	0	111907	0	393	1352770646	675717148	677053498	1254807282	1253441611	0	0	25562485	2.039384e-02	151	151	151	151	151	151	35.3	369.9	114.0	4076135	18801	10210	0	91.1	431.7066328718995	146.262227808705	538
NG-28050_7_16_lib499526_7589_2	6388440	0	6388440	1	3191580	3196860	5997027	5885214	391413	5857818	6254785	0	76268	0	303	964654440	481928580	482725860	905551077	904421815	0	0	20106100	2.223089e-02	151	151	151	151	151	151	34.8	355.6	108.8	2923552	13606	5449	0	91.7	311.4983389139257	97.96088189484031	515
NG-28050_7_17_lib499527_7589_2	9557626	0	9557626	1	4772565	4785061	9172580	9145658	385046	9117630	9513322	0	170636	0	368	1443201526	720657315	722544211	1385059580	1384502679	0	0	7815015	5.644637e-03	151	151	151	151	151	151	35.4	369.7	112.2	4550534	17449	4846	0	95.4	476.9559408244761	90.67886705850951	291
NG-28050_7_18_lib499528_7589_2	8455318	0	8455318	1	4224329	4230989	7789242	7684316	666076	7629924	8306519	0	100309	0	466	1276753018	637873679	638879339	1176175542	1174821794	0	0	24803298	2.111239e-02	151	151	151	151	151	151	35.4	365.8	109.5	3813686	16500	11972	0	90.2	404.623018039915	144.90177948056277	725
NG-28050_7_19_lib499529_7589_2	9588555	0	9588555	1	4787371	4801184	8933432	8859628	655123	8810366	9478418	0	146890	0	384	1447871805	722893021	724978784	1348948232	1347817901	0	0	21397562	1.587571e-02	151	151	151	151	151	151	35.4	371.7	117.6	4402251	20472	7091	0	91.9	464.2316904147599	144.40285530221408	641
NG-28050_7_1_lib499511_7589_2	10885151	0	10885151	1	5435958	5449193	10045339	9958808	839812	9907266	10746518	0	140861	0	392	1643657801	820829658	822828143	1516846189	1515125245	0	0	30009097	1.980635e-02	151	151	151	151	151	151	35.5	328.1	98.7	4935741	34476	9187	0	91.0	521.837499857887	154.59301138407585	568
NG-28050_7_20_lib499530_7589_2	7655664	0	7655664	1	3825184	3830480	7192669	7098248	462995	7052360	7537273	0	89876	0	362	1156005264	577602784	578402480	1086093019	1084945953	0	0	21782965	2.007747e-02	151	151	151	151	151	151	35.3	391.1	126.2	3528935	11762	8427	0	92.1	373.67937576374993	112.63840526081654	475
NG-28050_7_21_lib499531_7589_2	8364724	0	8364724	1	4177716	4187008	7738854	7635884	625870	7587204	8227245	0	131794	0	367	1263073324	630835116	632238208	1168566954	1167216138	0	0	24852136	2.129180e-02	151	151	151	151	151	151	35.3	379.7	125.2	3794534	16555	6853	0	90.7	401.99705920756395	134.37963302052972	750
NG-28050_7_22_lib499532_7589_2	8405066	0	8405066	1	4196666	4208400	7474462	7373168	930604	7326616	8259024	0	128300	0	344	1269164966	633696566	635468400	1128643762	1127355259	0	0	23657982	2.098538e-02	151	151	151	151	151	151	35.3	369.4	121.3	3663279	17090	6215	0	87.2	388.2727946726732	119.84484693681644	839
